z,gamma
-24.340872357384963,0.9561113589485085
-24.330872357384962,0.9561133486375046
-24.32087235738496,0.9561153427902499
-24.31087235738496,0.9561173414152465
-24.300872357384957,0.9561193445210082
-24.290872357384956,0.9561213521160606
-24.280872357384954,0.956123364208941
-24.270872357384953,0.9561253808081984
-24.26087235738495,0.9561274019223935
-24.25087235738495,0.9561294275600988
-24.240872357384948,0.9561314577298984
-24.230872357384946,0.9561334924403883
-24.220872357384945,0.9561355317001758
-24.210872357384943,0.9561375755178809
-24.20087235738494,0.9561396239021344
-24.19087235738494,0.9561416768615789
-24.18087235738494,0.9561437344048693
-24.170872357384937,0.9561457965406719
-24.160872357384935,0.9561478632776645
-24.150872357384934,0.9561499346245372
-24.140872357384932,0.9561520105899914
-24.13087235738493,0.9561540911827404
-24.12087235738493,0.9561561764115092
-24.110872357384928,0.9561582662850345
-24.100872357384926,0.956160360812065
-24.090872357384924,0.9561624600013607
-24.080872357384923,0.9561645638616939
-24.07087235738492,0.9561666724018479
-24.06087235738492,0.9561687856306186
-24.050872357384918,0.956170903556813
-24.040872357384917,0.9561730261892502
-24.030872357384915,0.9561751535367607
-24.020872357384913,0.9561772856081873
-24.010872357384912,0.9561794224123841
-24.00087235738491,0.9561815639582167
-23.99087235738491,0.9561837102545634
-23.980872357384907,0.9561858613103131
-23.970872357384906,0.9561880171343675
-23.960872357384904,0.9561901777356392
-23.950872357384903,0.9561923431230528
-23.9408723573849,0.9561945133055451
-23.9308723573849,0.9561966882920641
-23.920872357384898,0.9561988680915695
-23.910872357384896,0.9562010527130334
-23.900872357384895,0.9562032421654388
-23.890872357384893,0.9562054364577811
-23.88087235738489,0.9562076355990672
-23.87087235738489,0.9562098395983155
-23.86087235738489,0.9562120484645567
-23.850872357384887,0.9562142622068325
-23.840872357384885,0.9562164808341971
-23.830872357384884,0.9562187043557159
-23.820872357384882,0.9562209327804663
-23.81087235738488,0.9562231661175374
-23.80087235738488,0.9562254043760298
-23.790872357384877,0.9562276475650562
-23.780872357384876,0.9562298956937406
-23.770872357384874,0.9562321487712192
-23.760872357384873,0.9562344068066396
-23.75087235738487,0.9562366698091613
-23.74087235738487,0.9562389377879553
-23.730872357384868,0.9562412107522047
-23.720872357384867,0.9562434887111038
-23.710872357384865,0.9562457716738592
-23.700872357384863,0.9562480596496885
-23.690872357384862,0.9562503526478219
-23.68087235738486,0.9562526506775006
-23.67087235738486,0.9562549537479778
-23.660872357384857,0.9562572618685181
-23.650872357384856,0.9562595750483985
-23.640872357384854,0.956261893296907
-23.630872357384852,0.9562642166233436
-23.62087235738485,0.95626654503702
-23.61087235738485,0.9562688785472595
-23.600872357384848,0.9562712171633971
-23.590872357384846,0.9562735608947797
-23.580872357384845,0.9562759097507654
-23.570872357384843,0.9562782637407246
-23.56087235738484,0.9562806228740389
-23.55087235738484,0.9562829871601017
-23.54087235738484,0.9562853566083184
-23.530872357384837,0.9562877312281054
-23.520872357384835,0.9562901110288915
-23.510872357384834,0.9562924960201166
-23.500872357384832,0.9562948862112325
-23.49087235738483,0.9562972816117027
-23.48087235738483,0.9562996822310021
-23.470872357384827,0.9563020880786177
-23.460872357384826,0.9563044991640478
-23.450872357384824,0.9563069154968021
-23.440872357384823,0.9563093370864028
-23.43087235738482,0.9563117639423826
-23.42087235738482,0.9563141960742867
-23.410872357384818,0.9563166334916716
-23.400872357384817,0.9563190762041054
-23.390872357384815,0.9563215242211679
-23.380872357384813,0.9563239775524505
-23.370872357384812,0.956326436207556
-23.36087235738481,0.9563289001960992
-23.35087235738481,0.956331369527706
-23.340872357384807,0.9563338442120145
-23.330872357384806,0.9563363242586738
-23.320872357384804,0.9563388096773449
-23.310872357384802,0.9563413004777
-23.3008723573848,0.9563437966694238
